,Unnamed: 0,ISBN,Image,Link,Name,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
1936,1936,60628626,0060628626.jpg,http://ecx.images-amazon.com/images/I/51OWRYDKCCL.jpg,The Sermon on the Mount: The Key to Success in Life,Literature & Fiction,The Sermon on the Mount - Reissue : The Key to Success in Life,Emmet Fox,1989,HarperSanFrancisco,http://images.amazon.com/images/P/0060628626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060628626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060628626.01.LZZZZZZZ.jpg
1937,1937,842369082,0842369082.jpg,http://ecx.images-amazon.com/images/I/412kpvMZTPL.jpg,A Tale of three Kings: A Study in Brokenness,Literature & Fiction,A Tale of Three Kings: A Study of Brokenness,Gene Edwards,1992,Tyndale House Publishers,http://images.amazon.com/images/P/0842369082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842369082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842369082.01.LZZZZZZZ.jpg
1938,1938,800871863,0800871863.jpg,http://ecx.images-amazon.com/images/I/41zs0ocj5gL.jpg,Silence,Literature & Fiction,Silence,Shusaku Endo,1980,Parkwest Publications,http://images.amazon.com/images/P/0800871863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800871863.01.LZZZZZZZ.jpg
1939,1939,014025448X,014025448X.jpg,http://ecx.images-amazon.com/images/I/51XaziQU6dL.jpg,"At Home in Mitford (The Mitford Years, Book 1)",Literature & Fiction,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,http://images.amazon.com/images/P/014025448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg
1940,1940,842386564,0842386564.jpg,http://ecx.images-amazon.com/images/I/51TyNx-MtZL.jpg,Peretti Three-Pack,Literature & Fiction,Frank Peretti Value Pack,Frank E. Peretti,2003,Tyndale House Publishers,http://images.amazon.com/images/P/0842386564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842386564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842386564.01.LZZZZZZZ.jpg
1941,1941,595246184,0595246184.jpg,http://ecx.images-amazon.com/images/I/41wlRQ5KlpL.jpg,The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,Literature & Fiction,The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,Gerald Brittle,2002,Backinprint.com,http://images.amazon.com/images/P/0595246184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595246184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595246184.01.LZZZZZZZ.jpg
1942,1942,080483265X,080483265X.jpg,http://ecx.images-amazon.com/images/I/51ZOPwk2ISL.jpg,I Am a Cat: Three Volumes in One,Literature & Fiction,I Am a Cat,Soseki Natsume,2002,Tuttle Publishing,http://images.amazon.com/images/P/080483265X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080483265X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080483265X.01.LZZZZZZZ.jpg
1943,1943,385333900,0385333900.jpg,http://ecx.images-amazon.com/images/I/61rORVJblDL.jpg,Jailbird: A Novel,Literature & Fiction,Jailbird,Kurt Vonnegut,1999,Delta Trade Paperbacks,http://images.amazon.com/images/P/0385333900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385333900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385333900.01.LZZZZZZZ.jpg
1944,1944,486275426,0486275426.jpg,http://ecx.images-amazon.com/images/I/515zsEinP1L.jpg,The Devil's Dictionary (Dover Thrift Editions),Literature & Fiction,The Devil's Dictionary (Dover Thrift Editions),Ambrose Bierce,1993,Dover Publications,http://images.amazon.com/images/P/0486275426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486275426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486275426.01.LZZZZZZZ.jpg
1945,1945,393960587,0393960587.jpg,http://ecx.images-amazon.com/images/I/51jObCMalkL.jpg,Candide (A Norton Critical Edition),Literature & Fiction,"Candide or Optimism: A Fresh Translation, Backgrounds, Criticism (Norton Critical Editions)",Voltaire,1991,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393960587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393960587.01.MZZZZZZZ.jpg
1946,1946,684804506,0684804506.jpg,http://ecx.images-amazon.com/images/I/51xpV%2B-OpZL.jpg,Closing Time: The Sequel to Catch-22,Literature & Fiction,CLOSING TIME : THE SEQUEL TO CATCH-22,Joseph Heller,1995,Simon &amp, Schuster,http://images.amazon.com/images/P/0684804506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684804506.01.MZZZZZZZ.jpg
1947,1947,316290467,0316290467.jpg,http://ecx.images-amazon.com/images/I/6198dp5YKgL.jpg,"Hornblower and the ""Hotspur"" (Hornblower Series)",Literature & Fiction,Hornblower and the Hotspur (Hornblower Series),C.S. Forester,1998,Back Bay Books,http://images.amazon.com/images/P/0316290467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316290467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316290467.01.LZZZZZZZ.jpg
1948,1948,393309053,0393309053.jpg,http://ecx.images-amazon.com/images/I/51GB62J%2BM1L.jpg,The Letter of Marque (Vol. Book 12)  (Aubrey/Maturin Novels),Literature & Fiction,The Letter of Marque,Patrick O'Brian,1992,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393309053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393309053.01.MZZZZZZZ.jpg
1949,1949,039330762X,039330762X.jpg,http://ecx.images-amazon.com/images/I/512mxkXOfcL.jpg,The Mauritius Command (Vol. Book 4)  (Aubrey/Maturin Novels),Literature & Fiction,The Mauritius Command,Patrick O'Brian,1991,W. W. Norton &amp, Company,http://images.amazon.com/images/P/039330762X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039330762X.01.MZZZZZZZ.jpg
1950,1950,393310167,0393310167.jpg,http://ecx.images-amazon.com/images/I/51edWVvYDBL.jpg,"The Truelove (Aubrey / Maturin Novels, Vol. 15)",Literature & Fiction,The Truelove,Patrick O'Brian,1993,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393310167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393310167.01.MZZZZZZZ.jpg
1951,1951,393308634,0393308634.jpg,http://ecx.images-amazon.com/images/I/51nf5CFXpgL.jpg,Treason's Harbour (Vol. Book 9)  (Aubrey/Maturin Novels),Literature & Fiction,Treason's Harbour (Aubrey-Maturin (Paperback)),Patrick O'Brian,1992,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393308634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393308634.01.MZZZZZZZ.jpg
1952,1952,393309061,0393309061.jpg,http://ecx.images-amazon.com/images/I/51F5iYl7H2L.jpg,The Nutmeg of Consolation (Vol. Book 14)  (Aubrey/Maturin Novels),Literature & Fiction,The Nutmeg of Consolation,Patrick O'Brian,1993,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393309061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393309061.01.MZZZZZZZ.jpg
1953,1953,393308138,0393308138.jpg,http://ecx.images-amazon.com/images/I/517a3Zy5eTL.jpg,The Fortune of War (Vol. Book 6)  (Aubrey/Maturin Novels),Literature & Fiction,The Fortune of War,Patrick O'Brian,1991,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393308138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393308138.01.MZZZZZZZ.jpg
1954,1954,393309606,0393309606.jpg,http://ecx.images-amazon.com/images/I/51Br-V%2BzhiL.jpg,The Reverse of the Medal (Vol. Book 11)  (Aubrey/Maturin Novels),Literature & Fiction,The Reverse of the Medal,Patrick O'Brian,1992,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393309606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393309606.01.MZZZZZZZ.jpg
1955,1955,60957034,0060957034.jpg,http://ecx.images-amazon.com/images/I/51rcB6bsUEL.jpg,A Voyage for Madmen,Literature & Fiction,A Voyage for Madmen,Peter Nichols,2002,Perennial,http://images.amazon.com/images/P/0060957034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060957034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060957034.01.LZZZZZZZ.jpg
1956,1956,393317048,0393317048.jpg,http://ecx.images-amazon.com/images/I/51HcYg2CFVL.jpg,The Yellow Admiral (Vol. Book 18)  (Aubrey/Maturin Novels),Literature & Fiction,The Yellow Admiral (Aubrey-Maturin (Paperback)),Patrick O'Brian,1997,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393317048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317048.01.MZZZZZZZ.jpg
1957,1957,393308626,0393308626.jpg,http://ecx.images-amazon.com/images/I/51kp8HqPv7L.jpg,The Far Side of the World (Vol. Book 10)  (Aubrey/Maturin Novels),Literature & Fiction,The Far Side of the World (Aubrey-Maturin (Paperback)),Patrick O'Brian,1992,W. W. Norton &amp, Company,http://images.amazon.com/images/P/0393308626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393308626.01.MZZZZZZZ.jpg
1958,1958,1580800467,1580800467.jpg,http://ecx.images-amazon.com/images/I/41bzi7NFMKL.jpg,The Cruel Sea (Classics of War),Literature & Fiction,The Cruel Sea,Nicholas Monsarrat,2000,Burford Books,http://images.amazon.com/images/P/1580800467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580800467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580800467.01.LZZZZZZZ.jpg
1959,1959,142180106,0142180106.jpg,http://ecx.images-amazon.com/images/I/41RONqWggpL.jpg,Captain Blood (Penguin Classics),Literature & Fiction,Captain Blood (Penguin Classics),Rafael Sabatini,2003,Penguin Books,http://images.amazon.com/images/P/0142180106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142180106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142180106.01.LZZZZZZZ.jpg
1960,1960,156029669,0156029669.jpg,http://ecx.images-amazon.com/images/I/51360aNxHwL.jpg,Star of the Sea,Literature & Fiction,Star of the Sea,Joseph O'Connor,2004,Harvest Books,http://images.amazon.com/images/P/0156029669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029669.01.LZZZZZZZ.jpg
1961,1961,140195491,0140195491.jpg,http://ecx.images-amazon.com/images/I/41RORjtx2kL.jpg,Golf in the Kingdom,Literature & Fiction,Golf in the Kingdom (An Esalen Book),Michael Murphy,1997,Penguin Books,http://images.amazon.com/images/P/0140195491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140195491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140195491.01.LZZZZZZZ.jpg
1962,1962,055337849X,055337849X.jpg,http://ecx.images-amazon.com/images/I/41RIISa1CSL.jpg,The Brothers K,Literature & Fiction,The Brothers K,David James Duncan,1996,Bantam,http://images.amazon.com/images/P/055337849X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055337849X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055337849X.01.LZZZZZZZ.jpg
1963,1963,385488866,0385488866.jpg,http://ecx.images-amazon.com/images/I/512sIyxcF4L.jpg,Missing Links,Literature & Fiction,Missing Links,RICK REILLY,1997,Main Street Books,http://images.amazon.com/images/P/0385488866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385488866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385488866.01.LZZZZZZZ.jpg
1964,1964,031228019X,031228019X.jpg,http://ecx.images-amazon.com/images/I/51%2Bof-YjieL.jpg,The White Boy Shuffle: A Novel,Literature & Fiction,The White Boy Shuffle: A Novel,Paul Beatty,2001,Picador USA,http://images.amazon.com/images/P/031228019X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031228019X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031228019X.01.LZZZZZZZ.jpg
1965,1965,038072751X,038072751X.jpg,http://ecx.images-amazon.com/images/I/51Z8veajPeL.jpg,The Legend of Bagger Vance: A Novel of Golf and the Game of Life,Literature & Fiction,The Legend of Bagger Vance : A Novel of Golf and the Game of Life,Steven Pressfield,1999,Perennial,http://images.amazon.com/images/P/038072751X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072751X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072751X.01.LZZZZZZZ.jpg
1966,1966,080327999X,080327999X.jpg,http://ecx.images-amazon.com/images/I/51Wu3mvhUtL.jpg,The Game,Literature & Fiction,The Game,Jack London,2001,University of Nebraska Press,http://images.amazon.com/images/P/080327999X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080327999X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080327999X.01.LZZZZZZZ.jpg
1967,1967,385494602,0385494602.jpg,http://ecx.images-amazon.com/images/I/51uMjJI%2BeVL.jpg,The Green,Literature & Fiction,The Green,Troon McAllister,2000,Main Street Books,http://images.amazon.com/images/P/0385494602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494602.01.LZZZZZZZ.jpg
1968,1968,425194973,0425194973.jpg,http://ecx.images-amazon.com/images/I/416QXLZ9WPL.jpg,Dead Cert,Literature & Fiction,Dead Cert,Dick Francis,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425194973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425194973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425194973.01.LZZZZZZZ.jpg
1969,1969,345408926,0345408926.jpg,http://ecx.images-amazon.com/images/I/51F9q4e8vRL.jpg,For Love of the Game,Literature & Fiction,For Love of the Game: A Novel,Michael Shaara,1997,Ballantine Books,http://images.amazon.com/images/P/0345408926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345408926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345408926.01.LZZZZZZZ.jpg
1970,1970,679751521,0679751521.jpg,http://ecx.images-amazon.com/images/I/61YCasIvf9L.jpg,Midnight in the Garden of Good and Evil: A Savannah Story,Literature & Fiction,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
1971,1971,679744398,0679744398.jpg,http://ecx.images-amazon.com/images/I/516Jjc9XDVL.jpg,"All the Pretty Horses (The Border Trilogy, Book 1)",Literature & Fiction,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg
1972,1972,553213504,0553213504.jpg,http://ecx.images-amazon.com/images/I/51WJhBdXDDL.jpg,The Count of Monte Cristo (Bantam Classics),Literature & Fiction,The Count of Monte Cristo (Bantam Classics),ALEXANDRE DUMAS,1984,Bantam,http://images.amazon.com/images/P/0553213504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213504.01.LZZZZZZZ.jpg
1973,1973,553106635,0553106635.jpg,http://ecx.images-amazon.com/images/I/51XTk8bvA4L.jpg,"A Storm of Swords (A Song of Ice and Fire, Book 3)",Literature & Fiction,"A Storm of Swords (A Song of Ice and Fire, Book 3)",George R. R. Martin,2000,Bantam,http://images.amazon.com/images/P/0553106635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553106635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553106635.01.LZZZZZZZ.jpg
1974,1974,451169522,0451169522.jpg,http://ecx.images-amazon.com/images/I/416aJnczL9L.jpg,Misery,Literature & Fiction,Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg
1975,1975,375705899,0375705899.jpg,http://ecx.images-amazon.com/images/I/51lZI0kWyhL.jpg,Bodega Dreams,Literature & Fiction,Bodega Dreams,Ernesto Quinonez,2000,Vintage Books,http://images.amazon.com/images/P/0375705899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705899.01.LZZZZZZZ.jpg
1976,1976,446673544,0446673544.jpg,http://ecx.images-amazon.com/images/I/51IWDK2nuNL.jpg,Sex and the City,Literature & Fiction,Sex &amp, the City,Candace Bushnell,1997,Warner Books,http://images.amazon.com/images/P/0446673544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446673544.01.MZZZZZZZ.jpg
1977,1977,553583859,0553583859.jpg,http://ecx.images-amazon.com/images/I/51TqaATLPKL.jpg,Fields of Fire,Literature & Fiction,Fields of Fire,James H. Webb,2001,Bantam Books,http://images.amazon.com/images/P/0553583859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583859.01.LZZZZZZZ.jpg
1978,1978,385721811,0385721811.jpg,http://ecx.images-amazon.com/images/I/41ZAHHmT9FL.jpg,When the Emperor Was Divine,Literature & Fiction,When the Emperor Was Divine,JULIE OTSUKA,2003,Anchor,http://images.amazon.com/images/P/0385721811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721811.01.LZZZZZZZ.jpg
1979,1979,034538623X,034538623X.jpg,http://ecx.images-amazon.com/images/I/51FCj7AeV3L.jpg,The Guns of August (Modern Library 100 Best Nonfiction Books),Literature & Fiction,The Guns of August,Barbara W. Tuchman,1994,Ballantine Books,http://images.amazon.com/images/P/034538623X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538623X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538623X.01.LZZZZZZZ.jpg
1980,1980,140187464,0140187464.jpg,http://ecx.images-amazon.com/images/I/41oVBCw5VmL.jpg,The Moon Is Down,Literature & Fiction,The Moon Is Down (Twentieth-Century Classics),John Steinbeck,1995,Penguin Books,http://images.amazon.com/images/P/0140187464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140187464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140187464.01.LZZZZZZZ.jpg
1981,1981,425103552,0425103552.jpg,http://ecx.images-amazon.com/images/I/51lSsPfcy8L.jpg,Marine Sniper: 93 Confirmed Kills,Literature & Fiction,Marine Sniper: 93 Confirmed Kills,Charles Henderson,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425103552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425103552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425103552.01.LZZZZZZZ.jpg
1982,1982,1573225436,1573225436.jpg,http://ecx.images-amazon.com/images/I/51hqZaSD1zL.jpg,The Sorrow of War: A Novel of North Vietnam,Literature & Fiction,The Sorrow of War: A Novel of North Vietnam,Bao Ninh,1996,Riverhead Books,http://images.amazon.com/images/P/1573225436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225436.01.LZZZZZZZ.jpg
1983,1983,553274325,0553274325.jpg,http://ecx.images-amazon.com/images/I/41qrr7h-NUL.jpg,Johnny Got His Gun,Literature & Fiction,Johnny Got His Gun,Dalton Trumbo,1983,Bantam Books,http://images.amazon.com/images/P/0553274325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.LZZZZZZZ.jpg
1984,1984,142437301,0142437301.jpg,http://ecx.images-amazon.com/images/I/41WWP2TENHL.jpg,The Power and the Glory (Penguin Classics),Literature & Fiction,The Power and the Glory (Penguin Twentieth-Century Classics),Graham Greene,2003,Penguin Books,http://images.amazon.com/images/P/0142437301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142437301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142437301.01.LZZZZZZZ.jpg
1985,1985,553273221,0553273221.jpg,http://ecx.images-amazon.com/images/I/41hZcP-F--L.jpg,April Morning,Literature & Fiction,April Morning,HOWARD FAST,1983,Bantam,http://images.amazon.com/images/P/0553273221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273221.01.LZZZZZZZ.jpg
1986,1986,316952664,0316952664.jpg,http://ecx.images-amazon.com/images/I/51G41ygzYcL.jpg,The Winds of War,Literature & Fiction,The Winds of War,Herman Wouk,2002,Back Bay Books,http://images.amazon.com/images/P/0316952664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316952664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316952664.01.LZZZZZZZ.jpg
1987,1987,312199430,0312199430.jpg,http://ecx.images-amazon.com/images/I/51SZgpOcdOL.jpg,One Thousand White Women: The Journals of May Dodd,Literature & Fiction,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,1999,St. Martin's Griffin,http://images.amazon.com/images/P/0312199430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312199430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312199430.01.LZZZZZZZ.jpg
1988,1988,803281781,0803281781.jpg,http://ecx.images-amazon.com/images/I/51LPv60V6jL.jpg,Little Britches: Father and I Were Ranchers,Literature & Fiction,Little Britches: Father and I Were Ranchers,Ralph Moody,1991,University of Nebraska Press,http://images.amazon.com/images/P/0803281781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803281781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803281781.01.LZZZZZZZ.jpg
1989,1989,553280422,0553280422.jpg,http://ecx.images-amazon.com/images/I/51fEmfV8kkL.jpg,Last of the Breed: A Novel,Literature & Fiction,Last of the Breed,LOUIS L'AMOUR,1987,Bantam,http://images.amazon.com/images/P/0553280422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280422.01.LZZZZZZZ.jpg
1990,1990,618154639,0618154639.jpg,http://ecx.images-amazon.com/images/I/410-lDj%2BHIL.jpg,The Big Sky,Literature & Fiction,The Big Sky,A. B. Guthrie,2002,Mariner Books,http://images.amazon.com/images/P/0618154639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618154639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618154639.01.LZZZZZZZ.jpg
1991,1991,679747192,0679747192.jpg,http://ecx.images-amazon.com/images/I/51tbSUNh72L.jpg,Cities of the Plain: Border Trilogy (3),Literature & Fiction,Cities of the Plain (Border Trilogy (Paperback)),Cormac McCarthy,1999,Vintage Books USA,http://images.amazon.com/images/P/0679747192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679747192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679747192.01.LZZZZZZZ.jpg
1992,1992,375727647,0375727647.jpg,http://ecx.images-amazon.com/images/I/51j8g1IckiL.jpg,The Quick and the Dead,Literature & Fiction,The Quick and the Dead,Joy Williams,2002,Vintage Books USA,http://images.amazon.com/images/P/0375727647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727647.01.LZZZZZZZ.jpg
1993,1993,553247603,0553247603.jpg,http://ecx.images-amazon.com/images/I/51AaQC1wBvL.jpg,Under the Sweetwater Rim,Literature & Fiction,Under the Sweetwater Rim,LOUIS L'AMOUR,1996,Bantam,http://images.amazon.com/images/P/0553247603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553247603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553247603.01.LZZZZZZZ.jpg
1994,1994,671020641,0671020641.jpg,http://ecx.images-amazon.com/images/I/517Oeovg3JL.jpg,"Comanche Moon (Lonesome Dove Story, Book 2)",Literature & Fiction,Comanche Moon (Lonesome Dove),Larry McMurtry,1998,Pocket,http://images.amazon.com/images/P/0671020641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671020641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671020641.01.LZZZZZZZ.jpg
1995,1995,803281951,0803281951.jpg,http://ecx.images-amazon.com/images/I/41pMiQl4CFL.jpg,Man of the Family,Literature & Fiction,Man of the Family,Ralph Moody,1993,University of Nebraska Press,http://images.amazon.com/images/P/0803281951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803281951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803281951.01.LZZZZZZZ.jpg
1996,1996,553276867,0553276867.jpg,http://ecx.images-amazon.com/images/I/51RdAMaxnjL.jpg,Sackett's Land: A Novel,Literature & Fiction,"Sackett's Land : The Sacketts (Sacketts, No 1)",LOUIS L'AMOUR,1980,Bantam,http://images.amazon.com/images/P/0553276867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276867.01.LZZZZZZZ.jpg
1997,1997,553277391,0553277391.jpg,http://ecx.images-amazon.com/images/I/51c2tadxQEL.jpg,Jubal Sackett: The Sacketts: A Novel,Literature & Fiction,Jubal Sackett : The Sacketts (Sacketts),Louis L'Amour,1986,Bantam,http://images.amazon.com/images/P/0553277391.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277391.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277391.01.LZZZZZZZ.jpg
1998,1998,803282109,0803282109.jpg,http://ecx.images-amazon.com/images/I/518kdG7ajiL.jpg,The Home Ranch (Bison Book),Literature & Fiction,The Home Ranch,Ralph Moody,1994,University of Nebraska Press,http://images.amazon.com/images/P/0803282109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803282109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803282109.01.LZZZZZZZ.jpg
1999,1999,553280406,0553280406.jpg,http://ecx.images-amazon.com/images/I/51kY63cZHFL.jpg,"WALKING DRUM, THE: A Novel",Literature & Fiction,The Walking Drum,LOUIS L'AMOUR,1985,Bantam,http://images.amazon.com/images/P/0553280406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280406.01.LZZZZZZZ.jpg
2000,2000,486424561,0486424561.jpg,http://ecx.images-amazon.com/images/I/51ssx0XmbqL.jpg,Riders of the Purple Sage (Dover Thrift Editions),Literature & Fiction,The Riders of the Purple Sage (Dover Thrift Editions),Zane Grey,2002,Dover Publications,http://images.amazon.com/images/P/0486424561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486424561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486424561.01.LZZZZZZZ.jpg
