,ISBN,Image,Link,Name,Publisher_x,Label,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2761,811828034,0811828034.jpg,http://ecx.images-amazon.com/images/I/51-TA%2Bzv3jL.jpg,The Star Wars Cookbook II -Darth Malt and More Galactic Recipes,Frankie Frankeny,7,"Cookbooks, Food & Wine",The Star Wars Cookbook II -Darth Malt and More Galactic Recipes,Frankie Frankeny,2000,Chronicle Books,http://images.amazon.com/images/P/0811828034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811828034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811828034.01.LZZZZZZZ.jpg,,,,
2762,811800954,0811800954.jpg,http://ecx.images-amazon.com/images/I/61e-vUtqlRL.jpg,Biscotti,Lou Seibert,7,"Cookbooks, Food & Wine",Biscotti,Lou Seibert Pappas,1992,Chronicle Books,http://images.amazon.com/images/P/0811800954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811800954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811800954.01.LZZZZZZZ.jpg,,,,
2763,60168196,0060168196.jpg,http://ecx.images-amazon.com/images/I/51EV94S679L.jpg,"How to Bake: Complete Guide to Perfect Cakes, Cookies, Pies, Tarts, Breads, Pizzas, Muffins,",Nick Malgieri,7,"Cookbooks, Food & Wine","How to Bake : Complete Guide to Perfect Cakes, Cookies, Pies, Tarts, Breads, Pizzas, Muffins,",Nick Malgieri,1995,HarperCollins,http://images.amazon.com/images/P/0060168196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060168196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060168196.01.LZZZZZZZ.jpg,,,,
2764,848710320,0848710320.jpg,http://ecx.images-amazon.com/images/I/51-ASqiR2uL.jpg,Southern Living: 1990 Annual Recipes (Southern Living Annual Recipes),,7,"Cookbooks, Food & Wine",Southern Living: 1990 Annual Recipes (Southern Living Annual Recipes),Olivia Kindig Wells,1990,Leisure Arts,http://images.amazon.com/images/P/0848710320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0848710320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0848710320.01.LZZZZZZZ.jpg,,,,
2765,425176746,0425176746.jpg,http://ecx.images-amazon.com/images/I/51thjDOkp1L.jpg,The Cat Who... Cookbook: Delicious Meals and Menus Inspired By Lilian Jackson Braun,Julie Murphy,7,"Cookbooks, Food & Wine",The Cat Who...Cookbook,Julie Murphy,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425176746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425176746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425176746.01.LZZZZZZZ.jpg,,,,
2766,517555875,0517555875.jpg,http://ecx.images-amazon.com/images/I/51NE812XE8L.jpg,Muffins,Elizabeth Alston,7,"Cookbooks, Food & Wine",Muffins: Sixty Sweet and Savory Recipes...from Old Favorites to New,Elizabeth Alston,1985,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0517555875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517555875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517555875.01.LZZZZZZZ.jpg,,,,
2767,156647518X,156647518X.jpg,http://ecx.images-amazon.com/images/I/51WY9JLfgaL.jpg,Hawaii's Best Local Desserts,Jean Hee,7,"Cookbooks, Food & Wine",Hawaii's Best Local Desserts,Jean Watanabe Hee,2001,Booklines Hawaii Ltd,http://images.amazon.com/images/P/156647518X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156647518X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156647518X.01.LZZZZZZZ.jpg,,,,
2768,517585731,0517585731.jpg,http://ecx.images-amazon.com/images/I/51EPG84YJKL.jpg,Pot Pies: Forty Savory Suppers,Beatrice Ojakangas,7,"Cookbooks, Food & Wine",Pot Pies: Forty Savory Suppers,Beatrice A. Ojakangas,1993,Random House Inc,http://images.amazon.com/images/P/0517585731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517585731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517585731.01.LZZZZZZZ.jpg,,,,
2769,081291113X,081291113X.jpg,http://ecx.images-amazon.com/images/I/51D4D1X620L.jpg,The Pizza Book: Everything There Is To Know About the World's Greatest Pie,Evelyne Slomon,7,"Cookbooks, Food & Wine",The Pizza Book: Everything There Is To Know About the World's Greatest Pie,EVELYNE SLOMON,1984,Crown,http://images.amazon.com/images/P/081291113X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081291113X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081291113X.01.LZZZZZZZ.jpg,,,,
2770,877014485,0877014485.jpg,http://ecx.images-amazon.com/images/I/61SM9Q0X97L.jpg,James McNair's Pizza,James McNair,7,"Cookbooks, Food & Wine",Pizza,James McNair,1987,Chronicle Books,http://images.amazon.com/images/P/0877014485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877014485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877014485.01.LZZZZZZZ.jpg,,,,
2771,890877866,0890877866.jpg,http://ecx.images-amazon.com/images/I/516zaF8gL8L.jpg,Totally Pizza Cookbook (Totally Cookbooks),Helene Siegel,7,"Cookbooks, Food & Wine",The Totally Pizza Cookbook (Totally Cookbooks),Helene Siegel,1996,Celestial Arts,http://images.amazon.com/images/P/0890877866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890877866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890877866.01.LZZZZZZZ.jpg,,,,
2772,078350229X,078350229X.jpg,http://ecx.images-amazon.com/images/I/51f8c1IZ-uL.jpg,Pizza (Williams-Sonoma Kitchen Library),Lorenza De' Medici Stucchi,7,"Cookbooks, Food & Wine",Pizza (Williams-Sonoma Kitchen Library),Lorenza De' Medici Stucchi,1993,Time-Life Books,http://images.amazon.com/images/P/078350229X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078350229X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078350229X.01.LZZZZZZZ.jpg,,,,
2773,517061481,0517061481.jpg,http://ecx.images-amazon.com/images/I/31ixi4HiXgL.jpg,The Pizza & Pasta Cookbook (More Than 150 Step-By-Step Recipes),Sarah Bush,7,"Cookbooks, Food & Wine","Pizza and Pasta Cookbook: 150 Step-By-Step Recipes : Easy and Delicious Appetizers, Soups, Snacks and Main Dishes",Sarah Bush,1992,Gramercy Books,http://images.amazon.com/images/P/0517061481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517061481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517061481.01.LZZZZZZZ.jpg,,,,
2774,088088360X,088088360X.jpg,http://ecx.images-amazon.com/images/I/41YyyvrD23L.jpg,The Little Black Book of Cocktails: The Essential Guide to New & Old Classics (Little Black Books (Peter Pauper Hardcover)),Virginia Reynolds,7,"Cookbooks, Food & Wine",The Little Black Book of Cocktails: The Essential Guide to New &amp; Old Classics (Little Black Books),Virginia Reynolds,2003,Peter Pauper Press,http://images.amazon.com/images/P/088088360X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/088088360X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/088088360X.01.LZZZZZZZ.jpg,,,,
2775,609608754,0609608754.jpg,http://ecx.images-amazon.com/images/I/41hxPCxuljL.jpg,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, with 500 Recipes",Dale DeGroff,7,"Cookbooks, Food & Wine","The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",Dale Degroff,2002,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0609608754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609608754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609608754.01.LZZZZZZZ.jpg,,,,
2776,089019033X,089019033X.jpg,http://ecx.images-amazon.com/images/I/51ZKIuJ2szL.jpg,Fresh Vegetable and Fruit Juices,Dr. N.W. Walker D.Sc.,7,"Cookbooks, Food & Wine",Fresh Vegetable and Fruit Juices: What's Missing in Your Body?,N. W. Walker,1981,Norwalk Press,http://images.amazon.com/images/P/089019033X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089019033X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089019033X.01.LZZZZZZZ.jpg,,,,
2777,61092207,0061092207.jpg,http://ecx.images-amazon.com/images/I/517ZlJ6q1jL.jpg,The Bartender's Bible: 1001 Mixed Drinks and Everything You Need to Know to Set Up Your Bar,Gary Regan,7,"Cookbooks, Food & Wine",The Bartender's Bible : 1001 Mixed Drinks and Everything You Need to Know to Set Up Your Bar,Gary Regan,1993,HarperTorch,http://images.amazon.com/images/P/0061092207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092207.01.LZZZZZZZ.jpg,,,,
2778,786883561,0786883561.jpg,http://ecx.images-amazon.com/images/I/41Qb90x5eWL.jpg,Pour Your Heart Into It: How Starbucks Built a Company One Cup at a Time,Howard Schultz,7,"Cookbooks, Food & Wine",Pour Your Heart into It : How Starbucks Built a Company One Cup at a Time,Howard Schultz,1999,Hyperion Press,http://images.amazon.com/images/P/0786883561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786883561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786883561.01.LZZZZZZZ.jpg,,,,
2779,440235294,0440235294.jpg,http://ecx.images-amazon.com/images/I/51oxA%2BtAjSL.jpg,"20,000 Secrets of Tea: The Most Effective Ways to Benefit from Nature's Healing Herbs",Victoria Zak,7,"Cookbooks, Food & Wine","20,000 Secrets of Tea: The Most Effective Ways to Benefit from Nature's Healing Herbs",Victoria Zak,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440235294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235294.01.LZZZZZZZ.jpg,,,,
2780,1580171060,1580171060.jpg,http://ecx.images-amazon.com/images/I/51Eyb7WIMrL.jpg,Herbal Tea Gardens: 22 Plans for Your Enjoyment & Well-Being,Marietta Marshall Marcin,7,"Cookbooks, Food & Wine",Herbal Tea Gardens: 22 Plans for Your Enjoyment &amp; Well-Being,Marietta Marshall Marcin,1999,Storey Books,http://images.amazon.com/images/P/1580171060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580171060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580171060.01.LZZZZZZZ.jpg,,,,
2781,882669184,0882669184.jpg,http://ecx.images-amazon.com/images/I/51tmq-i07oL.jpg,"Herb Mixtures & Spicy Blends: Ethnic Flavorings, No-Salt Blends, Marinades/Dressings, Butters/Spreads, Dessert Mixtures, Teas/Mulling Spices",,7,"Cookbooks, Food & Wine",Herb Mixtures &amp; Spicy Blends,Deborah L. Balmuth,1996,Storey Publishing,http://images.amazon.com/images/P/0882669184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0882669184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0882669184.01.LZZZZZZZ.jpg,,,,
2782,345441494,0345441494.jpg,http://ecx.images-amazon.com/images/I/51HCDE5ATXL.jpg,The Devil's Cup: A History of the World According to Coffee,Stewart Lee Allen,7,"Cookbooks, Food & Wine",The Devil's Cup: A History of the World According to Coffee,Stewart Lee Allen,2003,Ballantine Books,http://images.amazon.com/images/P/0345441494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345441494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345441494.01.LZZZZZZZ.jpg,,,,
2783,031224665X,031224665X.jpg,http://ecx.images-amazon.com/images/I/512mdysYpzL.jpg,"Coffee: A Guide to Buying, Brewing, and Enjoying",Kenneth Davids,7,"Cookbooks, Food & Wine","Coffee: A Guide to Buying, Brewing, and Enjoying",Kenneth Davids,2001,St. Martin's Press,http://images.amazon.com/images/P/031224665X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031224665X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031224665X.01.LZZZZZZZ.jpg,,,,
2784,195092899,0195092899.jpg,http://ecx.images-amazon.com/images/I/61grpg94rVL.jpg,Buzz: The Science and Lore of Alcohol and Caffeine,Stephen Braun,7,"Cookbooks, Food & Wine",Buzz: The Science and Lore of Alcohol and Caffeine,Stephen Braun,1996,Oxford University Press,http://images.amazon.com/images/P/0195092899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195092899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0195092899.01.LZZZZZZZ.jpg,,,,
2785,882669354,0882669354.jpg,http://ecx.images-amazon.com/images/I/61aBFMY-nWL.jpg,Country Tea Parties,Maggie Stuckey,7,"Cookbooks, Food & Wine",Country Tea Parties,Maggie Stuckey,1996,Storey Publishing,http://images.amazon.com/images/P/0882669354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0882669354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0882669354.01.LZZZZZZZ.jpg,,,,
2786,1563054345,1563054345.jpg,http://ecx.images-amazon.com/images/I/51zQiiCMMtL.jpg,The Wine Bible,Karen MacNeil,7,"Cookbooks, Food & Wine",The Wine Bible,Karen MacNeil,2001,Workman Publishing,http://images.amazon.com/images/P/1563054345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563054345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563054345.01.LZZZZZZZ.jpg,,,,
2787,811820718,0811820718.jpg,http://ecx.images-amazon.com/images/I/51RWyQ3uwoL.jpg,The Wine Lover's Cookbook: Great Recipes for the Perfect Glass of Wine,Sid Goldstein,7,"Cookbooks, Food & Wine",The Wine Lover's Cookbook: Great Recipes for the Perfect Glass of Wine,Sid Goldstein,1999,Chronicle Books,http://images.amazon.com/images/P/0811820718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811820718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811820718.01.LZZZZZZZ.jpg,,,,
2788,895295121,0895295121.jpg,http://ecx.images-amazon.com/images/I/517pOfgnD6L.jpg,Juicing for Life: A Guide to the Benefits of Fresh Fruit and Vegetable Juicing,Cherie Calbom,7,"Cookbooks, Food & Wine",Juicing for Life,Cherie Calbom,1992,Avery Publishing Group,http://images.amazon.com/images/P/0895295121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895295121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895295121.01.LZZZZZZZ.jpg,,,,
2789,1569246009,1569246009.jpg,http://ecx.images-amazon.com/images/I/51InbqZBltL.jpg,"Eating for IBS: 175 Delicious, Nutritious, Low-Fat, Low-Residue Recipes to Stabilize the Touchiest Tummy",Heather Van Vorous,7,"Cookbooks, Food & Wine","Eating for Ibs: 175 Delicious, Nutritious, Low-Fat, Low-Residue Recipes to Stabilize the Touchiest Tummy",Heather Van Vorous,2000,Marlowe &amp; Company,http://images.amazon.com/images/P/1569246009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569246009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569246009.01.LZZZZZZZ.jpg,,,,
2790,767904486,0767904486.jpg,http://ecx.images-amazon.com/images/I/51H3pNhlu9L.jpg,"Wine and War: The French, the Nazis, and the Battle for France's Greatest Treasure",Donald Kladstrup,7,"Cookbooks, Food & Wine","Wine and War : The French, the Nazis, and the Battle for France's Greatest Treasure",DONALD KLADSTRUP,2002,Broadway,http://images.amazon.com/images/P/0767904486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767904486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767904486.01.LZZZZZZZ.jpg,,,,
2791,1558530983,1558530983.jpg,http://ecx.images-amazon.com/images/I/51dZmd5HWAL.jpg,Aunt Bee's Mayberry Cookbook,Ken Beck,7,"Cookbooks, Food & Wine",Aunt Bee's Mayberry Cookbook,Ken Beck,2000,Rutledge Hill Press,http://images.amazon.com/images/P/1558530983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558530983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558530983.01.LZZZZZZZ.jpg,,,,
2792,142001619,0142001619.jpg,http://ecx.images-amazon.com/images/I/41o2X6mtArL.jpg,Salt: A World History,Mark Kurlansky,7,"Cookbooks, Food & Wine",Salt: A World History,Mark Kurlansky,2003,Penguin Books,http://images.amazon.com/images/P/0142001619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001619.01.LZZZZZZZ.jpg,,,,
2793,553371304,0553371304.jpg,http://ecx.images-amazon.com/images/I/51GnMjdqKlL.jpg,"Food of the Gods: The Search for the Original Tree of Knowledge A Radical History of Plants, Drugs, and Human Evolution",Terence McKenna,7,"Cookbooks, Food & Wine","Food of the Gods: The Search for the Original Tree of Knowledge : A Radical History of Plants, Drugs, and Human Evolution",Terence McKenna,1993,Bantam,http://images.amazon.com/images/P/0553371304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553371304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553371304.01.LZZZZZZZ.jpg,,,,
2794,140275010,0140275010.jpg,http://ecx.images-amazon.com/images/I/516cbv7uBQL.jpg,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,7,"Cookbooks, Food & Wine",Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,1998,Penguin Books,http://images.amazon.com/images/P/0140275010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140275010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140275010.01.LZZZZZZZ.jpg,,,,
2795,312929870,0312929870.jpg,http://ecx.images-amazon.com/images/I/5185RTJnyWL.jpg,Grinding It Out: The Making Of McDonald's,Ray Kroc,7,"Cookbooks, Food & Wine",Grinding It Out: The Making of McDonald's,Ray Kroc,1990,St. Martin's Press,http://images.amazon.com/images/P/0312929870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312929870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312929870.01.LZZZZZZZ.jpg,,,,
2796,60012781,0060012781.jpg,http://ecx.images-amazon.com/images/I/5133CEomASL.jpg,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,7,"Cookbooks, Food & Wine",A Cook's Tour : Global Adventures in Extreme Cuisines,Anthony Bourdain,2002,Ecco,http://images.amazon.com/images/P/0060012781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060012781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060012781.01.LZZZZZZZ.jpg,,,,
2797,767900383,0767900383.jpg,http://ecx.images-amazon.com/images/I/61ozdkfspcL.jpg,Under the Tuscan Sun: At Home in Italy,Frances Mayes,7,"Cookbooks, Food & Wine",Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,,,,
2798,1929619081,1929619081.jpg,http://ecx.images-amazon.com/images/I/413Tyx4a%2BNL.jpg,Eat Mor Chikin: Inspire More People,S. Truett Cathy,7,"Cookbooks, Food & Wine",Eat Mor Chikin: Inspire More People,S. Truett Cathy,2002,Looking Glass Books,http://images.amazon.com/images/P/1929619081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1929619081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1929619081.01.LZZZZZZZ.jpg,,,,
2799,767904559,0767904559.jpg,http://ecx.images-amazon.com/images/I/51i7dVvpLvL.jpg,On Rue Tatin: Living and Cooking in a French Town,Susan Herrmann Loomis,7,"Cookbooks, Food & Wine",On Rue Tatin: Living and Cooking in a French Town,Susan Herrmann Loomis,2002,Broadway Books,http://images.amazon.com/images/P/0767904559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767904559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767904559.01.LZZZZZZZ.jpg,,,,
2800,802813879,0802813879.jpg,http://ecx.images-amazon.com/images/I/41QBH8iBYxL.jpg,Spiritual Depression: Its Causes and Its Cure,David Martyn Lloyd-Jones,7,"Cookbooks, Food & Wine",Spiritual Depression: Its Causes and Cure,David Martyn Lloyd-Jones,1965,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802813879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802813879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802813879.01.LZZZZZZZ.jpg,,,,
2801,345321200,0345321200.jpg,http://ecx.images-amazon.com/images/I/51jBkBMjd6L.jpg,Diet for a Small Planet (20th Anniversary Edition),Frances Moore Lappe,7,"Cookbooks, Food & Wine",Diet for a Small Planet (20th Anniversary Edition),Frances Moore Lappe,1992,Ballantine Books,http://images.amazon.com/images/P/0345321200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345321200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345321200.01.LZZZZZZZ.jpg,,,,
2802,865473366,0865473366.jpg,http://ecx.images-amazon.com/images/I/41pv10oswSL.jpg,How to Cook a Wolf,M. F. K. Fisher,7,"Cookbooks, Food & Wine",How to Cook a Wolf,M. F. K. Fisher,1988,North Point Press,http://images.amazon.com/images/P/0865473366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0865473366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0865473366.01.LZZZZZZZ.jpg,,,,
2803,375760563,0375760563.jpg,http://ecx.images-amazon.com/images/I/51dJepYPakL.jpg,The Supper of the Lamb: A Culinary Reflection (Modern Library Paperbacks),Robert Farrar Capon,7,"Cookbooks, Food & Wine",The Supper of the Lamb: A Culinary Reflection (Modern Library Food),Robert Farrar Capon,2002,Modern Library,http://images.amazon.com/images/P/0375760563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375760563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375760563.01.LZZZZZZZ.jpg,,,,
2804,141001895,0141001895.jpg,http://ecx.images-amazon.com/images/I/51OOqKORISL.jpg,The Soul of a Chef: The Journey Toward Perfection,Michael Ruhlman,7,"Cookbooks, Food & Wine",The Soul of a Chef: The Journey Toward Perfection,Michael Ruhlman,2001,Penguin Books,http://images.amazon.com/images/P/0141001895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141001895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141001895.01.LZZZZZZZ.jpg,,,,
2805,1579651143,1579651143.jpg,http://ecx.images-amazon.com/images/I/51PvWRv8HXL.jpg,Hot Sour Salty Sweet: A Culinary Journey Through Southeast Asia,Jeffrey Alford,7,"Cookbooks, Food & Wine",Hot Sour Salty Sweet: A Culinary Journey Through Southeast Asia,Jeffrey Alford,2000,Artisan,http://images.amazon.com/images/P/1579651143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579651143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579651143.01.LZZZZZZZ.jpg,,,,
2806,517884046,0517884046.jpg,http://ecx.images-amazon.com/images/I/516Jcg8EyRL.jpg,Food in History,Reay Tannahill,7,"Cookbooks, Food & Wine",Food in History,Reay Tannahill,1995,Three Rivers Press (CA),http://images.amazon.com/images/P/0517884046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517884046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517884046.01.LZZZZZZZ.jpg,,,,
2807,679450815,0679450815.jpg,http://ecx.images-amazon.com/images/I/51hyut71yHL.jpg,The Fannie Farmer Cookbook: Anniversary,Marion Cunningham,7,"Cookbooks, Food & Wine",The Fannie Farmer Cookbook : Anniversary,MARION CUNNINGHAM,1996,Knopf,http://images.amazon.com/images/P/0679450815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450815.01.LZZZZZZZ.jpg,,,,
2808,096132872X,096132872X.jpg,http://ecx.images-amazon.com/images/I/519FYQ2TN1L.jpg,With Love from My Kitchen,Nancy Radcliffe Edwards,7,"Cookbooks, Food & Wine",With Love from My Kitchen,Nancy Edwards,1989,Paint Box Studio Press,http://images.amazon.com/images/P/096132872X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/096132872X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/096132872X.01.LZZZZZZZ.jpg,,,,
2809,688146570,0688146570.jpg,http://ecx.images-amazon.com/images/I/519X%2BZan6hL.jpg,Baking with Julia: Savor the Joys of Baking with America's Best Bakers,Dorie Greenspan,7,"Cookbooks, Food & Wine",Baking With Julia: Based on the Pbs Series Hosted by Julia Child,Dorie Greenspan,1996,Morrow Cookbooks,http://images.amazon.com/images/P/0688146570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688146570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688146570.01.LZZZZZZZ.jpg,,,,
2810,28627717,0028627717.jpg,http://ecx.images-amazon.com/images/I/61eEZp91g5L.jpg,Betty Crocker's Picture Cook Book,Betty Crocker,7,"Cookbooks, Food & Wine",Betty Crocker's Picture Cookbook (Betty Crocker),Betty Crocker,1998,Betty Crocker,http://images.amazon.com/images/P/0028627717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028627717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028627717.01.LZZZZZZZ.jpg,,,,
2811,671679929,0671679929.jpg,http://ecx.images-amazon.com/images/I/616lDuoyIML.jpg,Moosewood Restaurant Cooks at Home: Fast and Easy Recipes for Any Day,Moosewood Collective,7,"Cookbooks, Food & Wine",Moosewood Restaurant Cooks at Home: Fast and Easy Recipes for Any Day,Moosewood Collective,1994,Fireside,http://images.amazon.com/images/P/0671679929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671679929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671679929.01.LZZZZZZZ.jpg,,,,
2812,446679615,0446679615.jpg,http://ecx.images-amazon.com/images/I/512B08DPtAL.jpg,The Starving Students' Cookbook,Dede Hall,7,"Cookbooks, Food & Wine",The Starving Students' Cookbook,Dede Hall,2002,Warner Books,http://images.amazon.com/images/P/0446679615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679615.01.LZZZZZZZ.jpg,,,,
2813,894803123,0894803123.jpg,http://ecx.images-amazon.com/images/I/510cDx5zU5L.jpg,Ben & Jerry's Homemade Ice Cream & Dessert Book,Ben Cohen,7,"Cookbooks, Food & Wine",Ben &amp; Jerry's Homemade Ice Cream &amp; Dessert Book,Ben Cohen,1987,Workman Publishing,http://images.amazon.com/images/P/0894803123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894803123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894803123.01.LZZZZZZZ.jpg,,,,
2814,609606441,0609606441.jpg,http://ecx.images-amazon.com/images/I/51qln2IwlTL.jpg,Barefoot Contessa Parties! Ideas and Recipes for Easy Parties That Are Really Fun,Ina Garten,7,"Cookbooks, Food & Wine",Barefoot Contessa Parties! Ideas and Recipes for Easy Parties That Are Really Fun,Ina Garten,2001,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0609606441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609606441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609606441.01.LZZZZZZZ.jpg,,,,
